record_id,title,abstract,doi,asreview_prior,exported_notes_1,included,asreview_ranking
1435,The impact of gastric bypass on gastroesophageal reflux disease in patients with morbid obesity: a prospective study based on the Montreal Consensus.,"To assess the impact of gastric bypass (GBP) on gastroesophageal reflux disease (GERD) based on Montreal Consensus. In this study, 86 patients (25 men; aging 38 +/- 12 years; body mass index 45 [35-68 kg/m2]) were investigated for GERD before GBP and 6 months later. Esophageal and extraesophageal syndromes were assessed based on Montreal Consensus. Esophageal acid exposure and gastric pouch acidity were also evaluated. Overall prevalence of GERD was 64% before GBP and 33% after GBP (P < 0.0001). Typical reflux syndrome (TRS) was present in 47 patients (55%) preoperatively and disappeared in 39 of them (79%) post-GBP. Out of 39 patients with no symptoms, 4 (10%) developed TRS postoperatively (P < 0.0001). The chief TRS complaint changed from heartburn pre-GBP (96%) to regurgitation post-GBP (64%). Esophageal mucosa improved in 27, was unchanged in 51, and worsened in 8 patients (P = 0.001) in regard of esophagitis. Extraesophageal syndromes were present in 16 patients preoperatively and in none but one post-GBP (P = 0.0003). GERD-related well being and use of proton pump inhibitors were both improved after GBP. Total acid exposure decreased from a median (interquartile range, 25%-75%) of 5.1% (range, 2-8.2) to 1.1% (range, 0.2-4.8), P = 0.0002. Most patients (86%) showed and acid gastric pouch in fasting conditions post-GBP. GBP ameliorated GERD syndromes in most patients 6 months after the procedure, resulting in quality of life improvement and less proton pump inhibitors usage. Whether regurgitation post-GBP corresponds to reflux disease or bad eating behavior deserves further studies.",10.1097/SLA.0b013e3181bdff20,,,,61
402,Long-term outcomes of Roux-en-Y gastric bypass versus medical therapy for patients with type 2 diabetes: a meta-analysis of randomized controlled trials.,"Roux-en-Y gastric bypass (RYGB) has been widely used for type 2 diabetes (T2D) patients with overweight or obesity. However, the long-term outcomes of RYGB versus medical therapy have not been well compared. To evaluate the long-term outcomes of RYGB versus medical therapy for patients with T2D. University-affiliated hospital, China. Four electronic databases-PubMed, EMBASE, the Cochrane Library, and ClinicalTrials.gov-were searched for articles published through February 2021. Eligible studies were randomized controlled trials. Of 7 randomized controlled trials (15 articles), 477 patients were included: 239 were randomly divided into RYGB groups and 238 to medical therapy groups. Statistically higher rates of T2D remission were observed in RYGB groups at 1 year (relative risk [RR], 18.01; 95% confidence interval [CI], 4.53- 71.70; P < .0001), 3 years (RR, 29.58; 95% CI, 5.92-147.82; P < .0001), and 5 years (RR, 16.92; 95% CI, 4.15-69.00; P < .0001). Meanwhile, statistically higher rates of achieving the American Diabetes Association's (ADA's) treatment goal were observed in RYGB groups at 1 year (RR, 3.99; 95% CI, 1.01-15.82; P = .05), 2 years (RR, 2.98; 95% CI, 1.62- 5.48; P = .0004), 3 years (RR, 3.16; 95% CI, 1.33-7.49; P = .009), and 5 years (RR, 6.18; 95% CI, 1.69-22.68; P = .006). This meta-analysis indicated that RYGB led to higher rates of T2D remission than medical therapy at 1, 3, and 5 years, as well as higher rates of achieving ADA's composite goal at 1, 2, 3, and 5 years.",10.1016/j.soard.2021.03.001,,,,62
32,Ten-Year Outcomes Following Roux-en-Y Gastric Bypass vs Duodenal Switch for High Body Mass Index: A Randomized Clinical Trial.,"Results from long-term follow-up after biliopancreatic diversion with duodenal switch (DS) are scarce. To compare weight loss, health outcomes, and quality of life 10 years or more after Roux-en-Y-gastric bypass (RYGB) and DS surgery in patients with severe obesity-that is, a body mass index (BMI; calculated as weight in kilograms divided by height in meters squared) of 50 to 60. This open-label randomized clinical trial was conducted at 2 academic bariatric centers in Sweden and Norway. Sixty patients with a BMI of 50 to 60 were included from March 1, 2006, to August 31, 2007. Data were analyzed from August 12, 2022, to January 25, 2023. Laparoscopic RYGB or laparoscopic DS. The main outcome was change in BMI after 10 or more years. Secondary outcomes included anthropometric measures, lipid and glycemic profiles, bone mass density, adverse events, gastrointestinal tract symptoms, and health-related quality of life. Forty-eight of the original 60 patients (80%) were assessed after a median of 12 (range, 9-13) years (mean [SD] age, 48.0 [6.0] years; 35 women [73%]). At follow-up, the mean BMI reductions were 11.0 (95% CI, 8.3-13.7) for RYGB and 20.3 (95% CI, 17.6-23.0) for DS, with a mean between-group difference of 9.3 (95% CI, 5.4-13.1; Pâ€‰<â€‰.001). Total weight loss was 20.0% (95% CI, 15.3%-24.7%) for RYGB and 33.9% (95% CI, 27.8%-40.0%) for DS (Pâ€‰=â€‰.001). Mean serum lipid levels, except high-density lipoprotein cholesterol and hemoglobin A1c, improved more in the DS group during follow-up. Bone mass was reduced for both groups from 5 to 10 years, with lower bone mass after DS at 10 years. Quality-of-life scores (Obesity-Related Problem Scale and the 36-Item Short Form Health Survey) were comparable across groups at 10 years. The total number of adverse events was higher after DS (135 vs 97 for RYGB; Pâ€‰=â€‰.02). More patients in the DS group developed vitamin deficiencies (21 vs 11 for RYGB; Pâ€‰=â€‰.008) including 25-hydroxyvitamin D deficiency (19 for DS vs 9 for RYGB; Pâ€‰=â€‰.005). Four of 29 patients in the DS group (14%) developed severe protein-caloric malnutrition, of whom 3 (10%) underwent revisional surgery. In this randomized clinical trial, BMI reduction was greater after DS, but RYGB had a better risk profile over 10 years. Biliopancreatic diversion with DS may not be a better surgical strategy than RYGB for patients with a BMI of 50 to 60. ClinicalTrials.gov Identifier: NCT00327912.",10.1001/jamanetworkopen.2024.14340,,,,63
1497,Histological esophagitis before and after surgical treatment of morbid obesity (Capella technique): a prospective study.,"The effects of vertical banded gastroplasty/Roux-en-Y gastric bypass (Capella) on the esophageal mucosa of patients with histological esophagitis are poorly understood. To evaluate long-term effects, we investigated the persistence, aggravation or disappearance of histological esophagitis in patients with morbid obesity and reflux esophagitis (diagnosed by endoscopic biopsy) after Roux-en-Y gastric bypass. Twenty-one patients with morbid obesity and esophagitis (histological diagnosis) were submitted to gastric bypass (Fobi-Capella technique) and underwent upper endoscopy and esophageal biopsy during the late postoperative period. The mean age of the patients was 42.57 +/- 7.49 years (30 to 56). Nineteen (90.48%) patients were women, and two (9.52%) were men. Before surgery, the patients presented a mean weight of 124.26 +/- 19.09 kg and a mean body mass index (BMI) of 48.46 +/- 6.37 kg/m(2). Thirteen (61.90%) patients had endoscopic esophagitis before surgery. The mean weight and BMI were 81.65 +/- 13.16 kg and 31.91 +/- 4.99 kg/m(2), respectively, during the late postoperative period (29.80 +/- 8.91 months). The mean percentage of excess weight loss was 68.7 +/- 14.6%. Among the 21 patients with a preoperative histological diagnosis of reflux esophagitis, five (23.18%) had the same diagnosis after surgery, and four (19.04%) continued to present findings of endoscopic esophagitis. Vertical banded gastroplasty/Roux-en-Y gastric bypass (Capella technique) is effective in the treatment of reflux esophagitis. No association was observed between the percentage of excess weight loss and improvement of esophagitis.",10.1007/s11695-008-9447-5,,,,64
629,Banded versus nonbanded Roux-en-Y gastric bypass: a systematic review and meta-analysis of randomized controlled trials.,"Bariatric surgery is remarkably effective in achieving weight loss and improving obesity-related co-morbidities; however, efforts still continue to improve its long-term outcomes. Particularly, banded Roux-en-Y gastric bypass (RYGB) has been scrutinized in comparison to standard (nonbanded) RYGB in terms of benefits and postoperative complications. This study aims to compare the safety and efficacy of banded versus nonbanded RYGB. Meta-analysis of randomized controlled trials (RCTs). A meta-analysis of high-quality studies that compared banded and nonbanded RYGB was conducted through February 2019 by systematically searching multiple electronic databases. Published RCTs comparing these 2 procedures were included to pool the data on excess weight loss, food tolerability, and postoperative complications. Three RCTs were eligible to be included in this meta-analysis, comprising a total of 494 patients (247 in each group). Two of the RCTs provided 2-year postoperative data, and 1 study reported 5-year outcome. Age ranged from 21 to 50 years, and body mass index ranged from 42 to 65 kg/m2. Percentage of excess weight loss was significantly greater with banded RYGB than with nonbanded RYGB (mean difference 5.63%; 95% CI 3.26-8.00; P < .05). Postoperative food intolerance, emesis, and dysphagia were more common after banded RYGB (odds ratio 3.76; 95% CI 2.27-6.24; PÂ < .001). Nevertheless, major postoperative complications did not significantly differ between the 2Â groups. Findings of this meta-analysis of RCTs indicate that in a medium-term follow-up, excess weight loss with banded RYGB would be 5% greater than that with the nonbanded RYGB (about 1 point difference in body mass index) at the expense of more food intolerance and postoperative vomiting; however, the frequency of postoperative complications would not be significantly different.",10.1016/j.soard.2019.02.011,,,,65
1483,Incidence of marginal ulcer 1 month and 1 to 2 years after gastric bypass: a prospective consecutive endoscopic evaluation of 442 patients with morbid obesity.,"Marginal ulcer (MU) is an occasional complication after gastric bypass. We studied the incidence of this complication by a prospective routine endoscopic evaluation. 441 morbidly obese patients were studied prospectively. There were 358 women and 97 men, with mean age 41 years and mean BMI 43 kg/m(2). An endoscopic evaluation was performed in all 1 month after surgery, which was repeated in 315 patients (71%) 17 months after surgery, independent of the presence or absence of symptoms. Patients were submitted either to laparotomic resectional gastric bypass (360 patients), employing a circularstapler-25 or to laparoscopic gastric bypass (81 patients), in whom a hand-sewn anastomosis was performed. One month after surgery, 15 patients (4.1%) of the 360 laparotomic gastric bypass and 10 (12.3%) of the 81 laparoscopic gastric bypass presented an ""early"" marginal ulcer (p < 0.02). Seven patients among the 25 with MU were asymptomatic (28%). Endoscopy was repeated 17 months after surgery. Among 290 patients with no early MU, one patient (0.3%) presented a ""late"" MU 13 months after surgery. From the 25 patients with ""early"" MU, one patient (4%) presented a ""late"" MU. All these patients were treated with PPIs. By performing prospective routine endoscopic study 1 month and 17 months after gastric bypass, two different behaviors were seen regarding the appearance MU: (a) ""early"" MU, 1 month after surgery in mean 6% and (b) ""late"" MU, in a very small proportion of patients (0.6%). Among patients with ""early"" MU, those who had undergone resectional gastric bypass showed significantly less ulcers compared to those patients in whom the excluded distal gastric segment had been left in situ. The operative method may play a significant role in the pathogenesis of MU after gastric bypass.",10.1007/s11695-008-9588-6,,,,66
645,Conventional Versus Distal Laparoscopic One-Anastomosis Gastric Bypass: a Randomized Controlled Trial with 1-Year Follow-up.,"There is no consensus on the ideal small bowel length that should be bypassed in laparoscopic one-anastomosis gastric bypass (OAGB). This study aimed to compare the safety and efficacy of conventional versus distal techniques of laparoscopic OAGB. This randomized controlled trial involved 60 adults with morbid obesity scheduled for laparoscopic OAGB randomly assigned to one of the two techniques; conventional technique (fixed anastomosis 200Â cm from the ligament of Treitz) and distal technique (anastomosis 400Â cm from the ileocecal valve). Total small bowel length (TSBL) was measured in all cases. Quality of life was assessed using the Gastrointestinal Quality of Life Index (GIQLI). Outcome measures were excess body weight loss percentage (EBWL%), resolution of associated comorbidities, frequency of nutritional deficiencies, and quality of life. No patients were lost to follow-up. The two groups were comparable in TSBL, EBWL%, and complete resolution of comorbidities up to 12Â months. The percentage of afferent loop length to TSBL was significantly higher in the distal group (pâ€‰<â€‰0.001) but was not correlated with EBWL%. The levels of hemoglobin, cholesterol, triglycerides, iron, and albumin were significantly lower and parathormone hormone was higher in the distal group. The GIQLI score was significantly higher in the conventional group during follow-up. OAGB achieves optimum results when the afferent loop length is 200Â cm; bypassing more than 200Â cm does not improve weight loss or comorbidity resolution. Measuring TSBL is recommended to avoid excessive small bowel shortening that increases the risk of nutritional consequences.",10.1007/s11695-019-03991-5,,,,67
142,Metabolic bariatric surgery as a therapeutic option for patients with type 2 diabetes: A meta-analysis and network meta-analysis of randomized controlled trials.,"To compare different types of metabolic surgery with non-surgical therapy for the treatment of type 2 diabetes (T2D). The present network meta-analysis (NMA) includes randomized clinical trials (duration â‰¥â€‰52â€‰weeks) comparing different surgery techniques with non-surgical therapy in diabetes patients. The primary endpoints were endpoint HbA1c, body mass index (BMI) and diabetes remission. The secondary endpoints included fasting plasma glucose, lipid profile, blood pressure, arterial hypertension and dyslipidaemia remission, quality of life and surgical adverse events. Indirect comparisons of different types of surgery were performed by NMA. Mean and 95% confidence intervals for continuous variables, and the Mantel-Haenzel odds ratio for categorial variables, were calculated. The types of surgical procedure included laparoscopic adjustable gastric banding, Roux-en-Y gastric bypass (RYGB), sleeve gastrectomy (SG), bilio-pancreatic diversion (BPD), greater curvature plication (GCP), one-anastomosis gastric bypass (OAGB) and Duodeno-Jejunal bypass. Thirty-six trials were included. Metabolic bariatric surgery (MBS) was associated with a significantly higher reduction of HbA1c, diabetes remission and BMI compared with medical therapy. In the NMA, a significant reduction of HbA1c was observed with OAGB and SG. Complete diabetes remission significantly increased with all surgical procedures in comparison with non-surgical therapy, except for GCP. In addition, only BPD, RYGB and OAGB were associated with a significant reduction of BMI. MBS is an effective option for the treatment of T2D in patients with obesity. Further long-term trials of appropriate quality are needed for assessing the risk-benefit ratio in some patient cohorts, such as those with a BMI of less than 35â€‰kg/m2 and aged older than 65â€‰years.",10.1111/dom.15117,,,,68
1163,Systematic review and meta-analysis of medium-term outcomes after banded Roux-en-Y gastric bypass.,"This is the first systematic review and meta-analysis focused exclusively on intermediate-term outcomes for the banded Roux-en-Y gastric bypass (B-RYGB). B-RYGB articles published from 1990 to 2013 were identified through MEDLINE, ScienceDirect, and SpringerLink databases augmented by manual reference review. Articles were assigned an evidence level (Centre for Evidence-Based Medicine [Oxford UK] criteria) and Jadad quality score (randomized controlled trials). Simple and weighted means (95% confidence interval (CI)) for excess weight loss (EWL) at follow-up (1-10+ years) were calculated. At 5 years, a pooled estimate for BMI (kg/m(2)) change (weighted mean difference and 95% CI) for banded bypass patients was computed. Rates for weighted mean complications, non-band- and band-related reoperations, and overall comorbidity resolution were calculated. Three hundred twenty-one articles were identified: 286 failed inclusion criteria (i.e., non-English, B-RYGB unrelated, <10 per arm, <3-year follow-up), leaving 35 articles. Manual review added 10 potentially relevant articles; 30 that failed inclusion criteria were excluded, leaving 15 for analysis. B-RYGB was performed on 8,707 patients: 79.0% female, mean age 38.7, and BMI 47.6 (41.0-59.4). Overall BMI weighted mean difference (reduction) at 5 years was 17.8 (95% CI 12.8, 22.7; pâ€‰<â€‰0.001). Five-year weighted mean EWL of 72.5% (67.5, 77.4) was sustained at 10+ years (69.4%; 58.9, 80.0). Weighted mean complication rates were as follows: early, 10.9%, and late, 20.0%. Non-band-related reoperation rate was 15.2%, and band-specific reoperation rate was 4.1%. Gastric outlet stenosis, band erosion, and band slippage were 2.8, 2.3, and 1.5%, respectively. Diabetes remitted in 80/95 (84.2%). By systematic review and meta-analysis, albeit with limited rates of follow-up, B-RYGB appeared to result in significant, sustained excess weight loss of approximately 70.0% out to 10 years.",10.1007/s11695-014-1311-1,,,,69
36,Impact of metabolic bariatric surgery on outcomes and the 10-year risk of major adverse cardiovascular events during a 7-year period: a retrospective cohort study.,"Metabolic bariatric surgery offers enduring weight reduction and alleviation of obesity-related comorbidities, including dyslipidemia, diabetes, hypertension, and major adverse cardiovascular events (MACE). Long-term data on one-anastomosis gastric bypass (OAGB) and single-anastomosis duodenal-jejunal bypass with sleeve gastrectomy (SADJB-SG) is lacking, necessitating this investigation. In this multicenter prospectively-collected retrospective observational study, 830 adult Taiwanese patients (682 OAGB, 148 SADJB-SG) who underwent surgery from 1 January 2011 to 31 December 2017, were initially identified. Following protocol, 224 patients (177 OAGB, 47 SADJB-SG) with complete follow-up data at various intervals up to 3 years after surgery were included in the final analysis. The study's primary focus is to evaluate the long-term safety, efficacy, and durability of OAGB and SADJB-SG in promoting weight loss and diabetes remission. Additionally, changes in 10-year and lifetime risks of MACE before and 3-year after surgery are assessed using Taiwan MACE risk prediction model and the China-PAR project model. SADJB-SG patients exhibit higher diabetes prevalence, lower BMI, and more severe diabetes compared to OAGB. Both groups demonstrate significant improvements in BMI, diabetes, hypertension, and dyslipidemia three years after surgery, with the most substantial improvements occurring in the second year. The Taiwan MACE risk model reveals a significant reduction in 10-year MACE and stroke risks for both groups. The China-PAR project model indicates a synchronized reduction in atherosclerotic cardiovascular disease 10-year and lifetime risk in both OAGB and SADJB-SG groups. OAGB and SADJB-SG exhibit sustained improvements in weight reduction and obesity-related comorbidities over 3 years after surgery. Notably, both procedures contribute to a substantial reduction in 10-year MACE, stroke, and atherosclerotic cardiovascular disease risks. These findings underscore the efficacy of OAGB and SADJB-SG in the context of metabolic bariatric surgery.",10.1097/JS9.0000000000001631,,,,70
1182,A randomized clinical trial of laparoscopic Roux-en-Y gastric bypass and sleeve gastrectomy for the treatment of morbid obesity in China: a 5-year outcome.,"No randomized comparative trials have presented long-term outcomes for laparoscopic sleeve gastrectomy (LSG) and laparoscopic Roux-en-Y gastric bypass (LRYGB). The present study was designed to compare the efficacy and safety of these two procedures. From January 2007 to July 2008, 64 eligible patients were randomly assigned to LSG or LRYGB. During the 5-year follow-up, we compared morbidity rate, body mass index (BMI), percent of excess weight loss (%EWL), Moorehead-Ardelt (M-A) II quality of life, and resolution or improvement rate of obesity-related comorbidities between the groups. Both groups were matched with respect to age, gender, and BMI. Slightly more major complications were observed in patients undergoing LRYGB (Pâ€‰>â€‰0.05). Weight loss was significantly better with LRYGB except during the first postoperative year. At 5 years, %EWL for LSG and LRYGB was 63.2â€‰Â±â€‰24.5 % and 76.2â€‰Â±â€‰21.7 % (Pâ€‰=â€‰0.02), respectively. No statistical difference was observed in quality of life between the groups at all intervals (Pâ€‰>â€‰0.05). At the last follow-up, most comorbidities in both groups were resolved or improved, with no difference between the groups (Pâ€‰>â€‰0.05). LRYGB and LSG are equally safe and effective in quality of life and improvement or resolution of comorbidities, and LRYGB possesses the superiority in terms of weight loss. Further studies are needed to evaluate micronutrient deficiencies of these procedures.",10.1007/s11695-014-1258-2,,,,71
828,Randomized controlled trial of uncut Roux-en-Y vs Billroth II reconstruction after distal gastrectomy for gastric cancer: Which technique is better for avoiding biliary reflux and gastritis?,"To identify which technique is better for avoiding biliary reflux and gastritis between uncut Roux-en-Y and Billroth II reconstruction. A total of 158 patients who underwent laparoscopy-assisted distal gastrectomy for gastric cancer at the First Hospital of Jilin University (Changchun, China) between February 2015 and February 2016 were randomized into two groups: uncut Roux-en-Y (group U) and Billroth II group (group B). Postoperative complications and relevant clinical data were compared between the two groups. According to the randomization table, each group included 79 patients. There was no significant difference in postoperative complications between groups U and B (7.6% vs 10.1%, P = 0.576). During the postoperative period, group U stomach pH values were lower than 7 and group B pH values were higher than 7. After 1 year of follow-up, group B presented a higher incidence of biliary reflux and alkaline gastritis. However, histopathology did not show a significant difference in gastritis diagnosis (P = 0.278), and the amount of residual food and gain of weight between the groups were also not significantly different. At 3 mo there was no evidence of partial recanalization of uncut staple line, but at 1 year the incidence was 13%. Compared with Billroth II reconstruction, uncut Roux-en-Y reconstruction is secure and feasible, and can effectively reduce the incidence of alkaline reflux, residual gastritis, and heartburn. Despite the incidence of recanalization, uncut Roux-en-Y should be widely applied.",10.3748/wjg.v23.i34.6350,,,,72
5,Remission and relapse of diabetes after sleeve gastrectomy and one-anastomosis gastric bypass: The Tehran Obesity Treatment Study.,"To evaluate the rates and predictors of remission and relapse of type 2 diabetes mellitus (T2DM) in individuals with T2DM undergoing sleeve gastrectomy (SG) or one-anastomosis gastric bypass (OAGB). An observational prospective study with 5â€‰years of follow-up was conducted in a total of 891 patients (82.5% female) with concomitant T2DM and obesity (body mass indexâ€‰â‰¥â€‰30.0â€‰kg/m2) undergoing SG or OAGB between March 2013 and March 2021. T2DM remission was defined as achieving a glycated haemoglobin (HbA1c) levelâ€‰<â€‰48â€‰mmol/mol and a fasting plasma glucose (FPG) levelâ€‰<7â€‰mmol/L, and being off glucose-lowering agents/insulin. T2DM relapse was defined as when FPG or HbA1c reverted to the diabetic range (â‰¥7â€‰mmol/L and â‰¥48â€‰mmol/mol, respectively), or there was a need for pharmacotherapy. After bariatric surgery, the overall T2DM remission and relapse rates were 61.4 per 1000 person-months (95% confidence interval [CI] 56.8-66.4) and 5.7 per 1000 person-months (95% CI 4.1-7.9), respectively. These rates were similar in the SG and OAGB groups. Multivariate hazard ratio analysis identified history of insulin therapy and T2DM duration prior to surgery as predictors of remission, while treatment with â‰¥2 glucose-lowering agents was the only relapse predictor. Additionally, patients undergoing SG experienced either remission or relapse within a significantly shorter time frame compared to those undergoing OAGB. After 5â€‰years of follow-up, there were no significant differences between the SG and OAGB groups with regard to T2DM remission and relapse. Bariatric surgery was less likely to result in remission in patients with a history of insulin therapy and longer durations of T2DM prior to surgery. Furthermore, patients who received â‰¥2 glucose-lowering agents, despite possible remission, were at a higher risk of experiencing late relapse.",10.1111/dom.15974,,,,73
333,"Standard versus distal Roux-en-Y gastric bypass in patients with BMI 50-60 kg/m2: 5-year outcomes of a double-blind, randomized clinical trial.","The optimal surgical weight loss procedure for patients with a BMI of 50â€‰kg/m2 or more is uncertain. This study compared distal Roux-en-Y gastric bypass (RYGB) with standard RYGB. In this double-blind RCT, patients aged 18-60â€‰years with a BMI of 50-60â€‰kg/m2 were allocated randomly to receive standard (150â€‰cm alimentary, 50â€‰cm biliopancreatic limb) or distal (150â€‰cm common channel, 50â€‰cm biliopancreatic limb) RYGB. The primary outcome (change in BMI at 2â€‰years) has been reported previously. Secondary outcomes 5â€‰years after surgery, such as weight loss, health-related quality of life, and nutritional outcomes are reported. Between May 2011 and April 2013, 123 patients were randomized, 113 received an intervention, and 92 attended 5-year follow-up. Mean age was 40 (95 per cent c.i. 38 to 41) years and 73 patients (65 per cent) were women; 57 underwent standard RYGB and 56 distal RYGB. BMI was reduced by 15.1 (95 per cent c.i. 13.9 to 16.2)â€‰kg/m2 after standard and 15.7 (14.5 to 16.9)â€‰kg/m2 after distal RYGB; the between-group difference was -0.64 (-2.3 to 1.0) kg/m2 (Pâ€‰=â€‰0.447). Total cholesterol, low-density lipoprotein cholesterol, and haemoglobin A1c levels declined more after distal than after standard RYGB. High-density lipoprotein cholesterol levels increased more after standard RYGB. Vitamin A and vitamin D levels were lower after distal RYGB. Changes in bone mineral density, resting metabolic rate, and total energy intake were comparable. Distal RYGB did not enable greater weight loss than standard RYGB. Differences in other outcomes favouring distal RYGB may not justify routine use of this procedure in patients with a BMI of 50-60â€‰kg/m2. Registration number: NCT00821197 (http://www.clinicaltrials.gov).Presented in part as abstract to the IFSO (International Federation for the Surgery of Obesity and Metabolic disorders) conference, Madrid, Spain, August 2019.",10.1093/bjsopen/zrab105,,,,74
247,Length of biliopancreatic limb in Roux-en-Y gastric bypass and its impact on post-operative outcomes in metabolic and obesity surgery-systematic review and meta-analysis.,"Roux-en-Y gastric bypass (RYGB) is a gold-standard procedure for treatment of obesity and associated comorbidities. No consensus on the optimal design of this operation has been achieved, with various lengths of bypassed small bowel limb lengths being used by bariatric surgeons. This aim of this systematic review and meta-analysis was to determine whether biliopancreatic limb (BPL) length in RYGB affects postoperative outcomes including superior reduction in weight, body mass index (BMI), and resolution of metabolic comorbidities associated with obesity. A systematic search of the literature was conducted up until 1st June 2021. Meta-analysis of primary outcomes was performed utilising a random-effects model. Statistical significance was determined by p valueâ€‰<â€‰0.05. Ten randomised controlled trials were included in the final quantitative analysis. No difference in outcomes following short versus long BLP in RYGB was identified at 12-72 months post-operatively, namely in BMI reduction, remission or improvement of type 2 diabetes mellitus, hypertension, dyslipidaemia, and complications (pâ€‰>â€‰0.05). Even though results of four studies showed superior total body weight loss in the long BPL cohorts at 24 months post-operatively (pooled mean difference -6.92, 95% CI -12.37, -1.48, pâ€‰=â€‰0.01), this outcome was not observed at any other timepoint. Based on the outcomes of the present study, there is no definitive evidence to suggest that alteration of the BPL affects the quantity of weight loss or resolution of co-existent metabolic comorbidities associated with obesity.",10.1038/s41366-022-01186-0,,,,75
573,"Single-Anastomosis Sleeve Jejunal Bypass, a Novel Bariatric Surgery, Versus Other Familiar Methods: Results of a 6-Month Follow-up-a Comparative Study.","Obesity and its associated morbidities have become a significant concern all over the world. Bariatric surgery, regardless of its type, is the most effective approach for treating morbid obesity. Single-anastomosis sleeve jejunal (SASJ) bypass is a novel bariatric surgery technique and can be considered for patients with former background of severe gastroesophageal symptoms. The purpose of this research was to compare SASJ bypass outcomes with other techniques during a 6-month follow-up. This is a non-randomized clinical trial conducted on 100 patients, who underwent four types of bariatric surgery (classic Roux-en-Y bypass, SASJ bypass, omega gastric bypass, and sleeve gastrectomy), and each one of these types contained 25 cases, during the time period of 2 years from 2016 to 2018. Patients' information including age, gender, height, basal weight, body mass index (BMI), serum albumin, and hemoglobin A1C were recorded, within 1, 3, and 6 months after their surgery, and also were compared with each other. Members of the four groups were similar due to their age, gender distribution, height, baseline BMI, hemoglobin A1C, albumin, and also excess weight (P value > 0.05); however, the sleeve gastrectomy group baseline weight was significantly higher compared with the other three groups (P value = 0.013). All of the groups significantly lost weight during this 6-month period, but the comparison between them indicated no statistical difference regarding excess weight loss, BMI, hemoglobin A1C, and albumin (P value > 0.05). The excess weight loss mean during 6 months in SASJ bypass was 34.2 Â± 5.4%, which was comparable with other groups. The weight loss trend after the SASJ bypass was similar to that of older techniques; consequently this technique can be considered for cases with particular indications due to the reversibility and also more accessible gastric follow-up studies in the SASJ approach. Further researches with longer follow-ups are strongly recommended.",10.1007/s11695-019-04266-9,,,,76
1323,Bariatric surgery versus intensive medical therapy in obese patients with diabetes.,"Observational studies have shown improvement in patients with type 2 diabetes mellitus after bariatric surgery. In this randomized, nonblinded, single-center trial, we evaluated the efficacy of intensive medical therapy alone versus medical therapy plus Roux-en-Y gastric bypass or sleeve gastrectomy in 150 obese patients with uncontrolled type 2 diabetes. The mean (Â±SD) age of the patients was 49Â±8 years, and 66% were women. The average glycated hemoglobin level was 9.2Â±1.5%. The primary end point was the proportion of patients with a glycated hemoglobin level of 6.0% or less 12 months after treatment. Of the 150 patients, 93% completed 12 months of follow-up. The proportion of patients with the primary end point was 12% (5 of 41 patients) in the medical-therapy group versus 42% (21 of 50 patients) in the gastric-bypass group (P=0.002) and 37% (18 of 49 patients) in the sleeve-gastrectomy group (P=0.008). Glycemic control improved in all three groups, with a mean glycated hemoglobin level of 7.5Â±1.8% in the medical-therapy group, 6.4Â±0.9% in the gastric-bypass group (P<0.001), and 6.6Â±1.0% in the sleeve-gastrectomy group (P=0.003). Weight loss was greater in the gastric-bypass group and sleeve-gastrectomy group (-29.4Â±9.0 kg and -25.1Â±8.5 kg, respectively) than in the medical-therapy group (-5.4Â±8.0 kg) (P<0.001 for both comparisons). The use of drugs to lower glucose, lipid, and blood-pressure levels decreased significantly after both surgical procedures but increased in patients receiving medical therapy only. The index for homeostasis model assessment of insulin resistance (HOMA-IR) improved significantly after bariatric surgery. Four patients underwent reoperation. There were no deaths or life-threatening complications. In obese patients with uncontrolled type 2 diabetes, 12 months of medical therapy plus bariatric surgery achieved glycemic control in significantly more patients than medical therapy alone. Further study will be necessary to assess the durability of these results. (Funded by Ethicon Endo-Surgery and others; ClinicalTrials.gov number, NCT00432809.).",10.1056/NEJMoa1200225,,,,77
